Data Set,Tapajos National Forest - km 83 - March 2000  Tree Survey,,,,,,,,,,,,
Site,Flona Tapajos National Forest (TNF) Km 83 tower site - Santarem - Para - Brazil,,,,,,,,,,,,
File name ,CD04_TNF_KM83_Tree_Survey_2000.csv,,,,,,,,,,,,
File date ,2010-1-18,,,,,,,,,,,,
LBA Team ID,  CD-04,,,,,,,,,,,,
,,,,,,,,,,,,,
Tree survey in 18 ha plot east of the eddy covariance tower in March 2000,,,,,,,,,,,,,
,,,,,,,,,,,,,
Column,Heading,Units/format,Description,,,,,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,H16,715,48.1,23.8181079,1025.715314,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G16,716,38.1,19.27165288,526.0639161,,,,,,
Coracao de negro,Chamaecrista negrensis H.S Irwin & Barneby,Caesalpinioideae,F16,717,45.6,22.68149415,879.7675379,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,F16,718,40,20.13547933,604.4316181,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,F16,719,98.5,46.73224123,8265.588132,,,,,,
Copaiba,Copaifera multijuga Hayne,Caesalpinioideae,E16,720,80,38.32129943,4492.158506,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,E16,721,69.5,33.54752166,2979.126631,,,,,,
Fava amargosa,Vatairea paraensis Ducke,Papilionoideae,E16,722,58,28.31909838,1761.211452,,,,,,
Inga vermelho,Inga alba (Sw.)Willd.,Mimosoideae,D16,723,45.7,22.7269587,885.3214001,,,,,,
Coracao de negro,Chamaecrista negrensis H.S Irwin & Barneby,Caesalpinioideae,D16,724,40.9,20.54466028,644.1184861,,,,,,
Louro amarelo,Licaria brasiliensis (Nees) Kosterm.,Lauraceae,D16,725,39,19.68083383,562.2831498,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,D16,726,38.3,19.36258198,533.974207,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,D16,727,53.4,26.22772907,1386.63495,,,,,,
Freijo branco,Cordia bicolor A.DC.,Boraginaceae,C16,728,72,34.68413541,3302.380556,,,,,,
Aroeira,Astronium le-cointei Ducke,Anacardiaceae,C16,729,70,33.77484441,3042.00894,,,,,,
Melancieira,Alexa grandiflora Ducke,Papilionoideae,B16,730,63.7,30.91057774,2311.851904,,,,,,
Tauari cachimbo,Cariniana micrantha Ducke,Lecythidaceae,A16,731,37.2,18.86247192,491.4320247,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,A16,732,97.5,46.27759573,8021.516175,,,,,,
Tachi branco,Tachigalia alba Ducke,Caesalpinioideae,A16,733,66.4,32.1381206,2608.485586,,,,,,
Louro amarelo,Licaria brasiliensis (Nees) Kosterm.,Lauraceae,A17,734,80.7,38.63955129,4608.081292,,,,,,
Tachi vermelho,Sclerolobium chrysophyllum Poepp & Endl,Caesalpinioideae,A17,735,52.1,25.63668991,1291.353946,,,,,,
Fava bolacha,Vataireopsis speciosa Ducke,Papilionoideae,A17,736,111.5,52.64263277,11902.08079,,,,,,
Inga vermelho,Inga alba (Sw.)Willd.,Mimosoideae,A17,737,49.5,24.45461161,1114.076539,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,B17,738,84,40.13988145,5181.472791,,,,,,
Tatapiririca vermelha,Tapirira peckoltiana Engler,Anacardiaceae,B17,739,38.6,19.49897563,545.9874719,,,,,,
Matamata ci,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,C17,740,36.7,18.63514917,472.8649067,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,C17,741,64.6,31.31975869,2408.085634,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,C17,742,43.9,21.90859679,788.8692115,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,D17,743,42.2,21.13569944,704.4505675,,,,,,
Acariquara,Minquartia guianensis Aubl.,Olacaceae,D17,744,43.7,21.81766769,778.6059162,,,,,,
Abiu casca grossa,Pouteria biloculares (Winkler)Baehni,Sapotaceae,D17,745,39.5,19.90815658,583.1039019,,,,,,
Abiu pitomba,Pouteria sp.,Sapotaceae,D17,746,35.7,18.18050367,437.1432121,,,,,,
Acariquara,Minquartia guianensis Aubl.,Olacaceae,D17,747,47.5,23.5453206,989.3219647,,,,,,
Tachi branco,Tachigalia alba Ducke,Caesalpinioideae,E17,748,52.7,25.90947721,1334.76864,,,,,,
Embaubarana,Pouruma guianensis Aubl.,Cecropiaceae,E17,749,42.9,21.45395129,738.4417865,,,,,,
Inga vermelho,Inga alba (Sw.)Willd.,Mimosoideae,E17,750,65.6,31.7744042,2518.10085,,,,,,
Matamata vermelho ,Eschweilera observa (Berg) Miers,Lecythidaceae,F17,751,67.3,32.54730155,2712.722772,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,F17,752,75.1,36.09353647,3734.634317,,,,,,
Abiu balatinha,Ragala guianensis,Sapotaceae,F17,753,50.7,25.00018621,1193.732686,,,,,,
Abiu guajara,Pouteria sp.,Sapotaceae,F17,754,52.2,25.68215446,1298.523411,,,,,,
Abiu casca grossa,Pouteria biloculares (Winkler)Baehni,Sapotaceae,F17,755,66.8,32.3199788,2654.477374,,,,,,
Aroeira,Astronium le-cointei Ducke,Anacardiaceae,F17,756,39.5,19.90815658,583.1039019,,,,,,
Fava timbauba,Enterolobium maximum Ducke,Mimosoideae,G17,757,41.4,20.77198303,666.8980838,,,,,,
Jarana ,Lecythis lurida (Miers) Mori,Lecythidaceae,G17,758,57.5,28.09177563,1717.579679,,,,,,
Sabueira ,Abarema auriculata ( Benth ) Barneby & Grimes,Mimosoideae,G17,759,46.5,23.0906751,930.5950964,,,,,,
Pau de remo,Chimarrhis turbinata DC.,Rubiaceae,G17,760,51.7,25.45483171,1262.939733,,,,,,
Louro,Ocotea sp.,Lauraceae,H17,761,49.4,24.40914706,1107.603146,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,H17,762,57.8,28.22816928,1743.671227,,,,,,
Embauba vermelha,Cecropia sciadophylla Mart.,Cecropiaceae,H17,763,39.5,19.90815658,583.1039019,,,,,,
Aroeira,Astronium le-cointei Ducke,Anacardiaceae,I17,764,50.4,24.86379256,1173.474557,,,,,,
Amapa amargosa,Brosimum rubescens Taub.,Moraceae,J17,765,38.4,19.40804653,537.9588695,,,,,,
Louro,Ocotea sp.,Lauraceae,K17,766,84.1,40.185346,5199.552434,,,,,,
Tachi vermelho,Sclerolobium chrysophyllum Poepp & Endl,Caesalpinioideae,K17,767,37.1,18.81700737,487.6804788,,,,,,
Castanha sapocaia,Lecythis pisonis (Cambess.) Miers,Lecythidaceae,K17,768,92.5,44.00436822,6872.945004,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,K17,769,66.2,32.0471915,2585.690131,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,K17,770,49,24.22728885,1081.960076,,,,,,
Jarana ,Lecythis lurida (Miers) Mori,Lecythidaceae,K17,771,41,20.59012483,648.6322903,,,,,,
Abiu vermelho,Pouteria sp.,Sapotaceae,K17,772,40,20.13547933,604.4316181,,,,,,
Mafim preto,Agonandra sp.,Opiliaceae,K17,773,48.2,23.86357245,1031.866219,,,,,,
Abiu,Micropholis sp.,Sapotaceae,L17,774,37.4,18.95340102,498.9926409,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,L17,775,67.7,32.72915975,2759.927416,,,,,,
Acariquara,Minquartia guianensis Aubl.,Olacaceae,L17,776,58.4,28.50095658,1796.643716,,,,,,
Matamata vermelho ,Eschweilera observa (Berg) Miers,Lecythidaceae,L17,777,68.5,33.09287615,2855.972145,,,,,,
Matamata ci,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,L17,778,53,26.04587086,1356.835852,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,L17,779,57,27.86445287,1674.673957,,,,,,
Ucuubarana,Iryanthera sagotiana (Benth.)Warb.,Myristicaceae,L17,780,46.7,23.1816042,942.1494163,,,,,,
Castanha sapocaia,Lecythis pisonis (Cambess.) Miers,Lecythidaceae,L17,781,95.5,45.36830473,7547.875944,,,,,,
Louro vermelho,Ocotea rubra Mez,Lauraceae,L18,782,92.4,43.95890367,6851.16876,,,,,,
Seringueira,Hevea brasiliensis Muell. Arg.,Euphorbiaceae,L18,783,39.6,19.95362113,587.3286932,,,,,,
Abiu guajara,Pouteria sp.,Sapotaceae,L18,784,43.6,21.77220314,773.5077784,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,K18,785,36.9,18.72607827,480.2346679,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,K18,786,56.7,27.72805922,1649.276498,,,,,,
Quinarana,Geissospermum sericeum (Benth.)Hook.,Apocynaceae,K18,787,86.7,41.3674243,5684.503195,,,,,,
Muirarema,Conceveiba guianensis,Euphorbiaceae,K18,788,38.6,19.49897563,545.9874719,,,,,,
Muiratinga folha grauda ,Omedia perebea,Moraceae,K18,789,52.3,25.72761901,1305.719338,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,K18,790,68.3,33.00194705,2831.755559,,,,,,
Pente de macaco,Apeiba echinata Gaertn.,Tiliaceae,J18,791,44.2,22.04499044,804.432434,,,,,,
Jutai pararoca,Dialium guianensis (Aubl.) Sandw.,Caesalpinioideae,J18,792,63.3,30.72871954,2269.917025,,,,,,
Tachi branco,Tachigalia alba Ducke,Caesalpinioideae,J18,793,47.5,23.5453206,989.3219647,,,,,,
Jarana ,Lecythis lurida (Miers) Mori,Lecythidaceae,J18,794,47.8,23.68171425,1007.4092,,,,,,
Envira preta,Guatteria poeppigiana Mart.,Annonaceae,I18,795,62.5,30.36500314,2187.573683,,,,,,
Melancieira,Alexa grandiflora Ducke,Papilionoideae,I18,796,63.5,30.81964864,2290.820539,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,I18,797,36.8,18.68061372,476.5403054,,,,,,
Abiu guajara,Pouteria sp.,Sapotaceae,I18,798,54,26.50051637,1432.145956,,,,,,
Embaubarana,Pouruma guianensis Aubl.,Cecropiaceae,I18,799,46.8,23.22706875,947.9622285,,,,,,
Embaubarana,Pouruma guianensis Aubl.,Cecropiaceae,I18,800,46.2,22.95428145,913.441147,,,,,,
Ucuuba terra firme,Virola melionii (Ben.)Warb.,Myristicaceae,I18,801,40.4,20.31733753,621.8628956,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,I18,802,55.1,27.00062642,1518.146517,,,,,,
Embaubarana,Pouruma guianensis Aubl.,Cecropiaceae,I18,803,44.3,22.09045499,809.6652442,,,,,,
Embaubarana,Pouruma guianensis Aubl.,Cecropiaceae,I18,804,42.5,21.27209309,718.8876992,,,,,,
Ucuuba terra firme,Virola melionii (Ben.)Warb.,Myristicaceae,H18,805,47.5,23.5453206,989.3219647,,,,,,
Muirapiranga,Eperua schomburgkiana Benth.,Caesalpinioideae,H18,806,37.1,18.81700737,487.6804788,,,,,,
Parapara,Jacaranda copaia (Aubl.) D.Don,Bignoniaceae,H18,807,54.1,26.54598092,1439.826524,,,,,,
Matamata vermelho ,Eschweilera observa (Berg) Miers,Lecythidaceae,G18,808,111.5,52.64263277,11902.08079,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G18,809,45.1,22.45417139,852.3459845,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,F18,810,54.3,26.63691002,1455.269869,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,F18,811,85,40.59452695,5364.164506,,,,,,
Embaubarana,Pouruma guianensis Aubl.,Cecropiaceae,E18,812,38,19.22618833,522.1381902,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,E18,813,58.4,28.50095658,1796.643716,,,,,,
Guariuba,Clarisia racemosa Ruis & Pav.,Moraceae,D18,814,86.5,41.2764952,5646.172118,,,,,,
Breu aracuximi,Protium trifoliolatum Engl. ,Burseraceae,D18,815,67,32.4109079,2677.674486,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,D18,816,80,38.32129943,4492.158506,,,,,,
Parapara,Jacaranda copaia (Aubl.) D.Don,Bignoniaceae,D18,817,40,20.13547933,604.4316181,,,,,,
Cedro vermelho,Cedrela odorata L.,Meliaceae,D18,818,42,21.04477034,694.9338606,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,D18,819,68.2,32.9564825,2819.698739,,,,,,
Abiu mangabinha,Michopholis sp.,Sapotaceae,C18,820,75,36.04807192,3720.13431,,,,,,
Acariquara,Minquartia guianensis Aubl.,Olacaceae,C18,821,62.5,30.36500314,2187.573683,,,,,,
Melancieira,Alexa grandiflora Ducke,Papilionoideae,C18,822,50.4,24.86379256,1173.474557,,,,,,
Andirobarana,Guarea subsessiliflora C. DC.,Meliaceae,A18,823,38.6,19.49897563,545.9874719,,,,,,
Fava arara tucupi,Parkia multijuga Benth.,Papilionoideae,A19,824,77,36.95736293,4017.335474,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,A19,825,36.3,18.45329097,458.3519754,,,,,,
Tachirana,Stryphnodendron paniculatum,Caesalpinioideae,A19,826,57.5,28.09177563,1717.579679,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,A19,827,35.8,18.22596822,440.6316517,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,A19,828,54,26.50051637,1432.145956,,,,,,
Ucuuba vermelha,Iryanthera grandis Ducke,Myristicaceae,B19,829,35.4,18.04411002,426.7882667,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,B19,830,57.1,27.90991743,1683.19731,,,,,,
Cuiarana,Terminalia dichotoma G.Meyer,Combretaceae,B19,831,50,24.68193436,1146.82169,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,B19,832,56.3,27.54620102,1615.814128,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,B19,833,38.7,19.54444018,550.0315091,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,B19,834,62,30.13768039,2137.133642,,,,,,
Louro preto,Ocotea baturitensis Vattimo,Lauraceae,B19,835,85,40.59452695,5364.164506,,,,,,
Abiu,Micropholis sp.,Sapotaceae,C19,836,81.3,38.91233859,4709.016048,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,C19,837,58,28.31909838,1761.211452,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,C19,838,41.9,20.99930579,690.2077754,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,C19,839,46.3,22.999746,919.1355243,,,,,,
Carapanauba,Aspidosperma nitidum Benth.,Apocynaceae,C19,840,80,38.32129943,4492.158506,,,,,,
Melancieira,Alexa grandiflora Ducke,Papilionoideae,D19,841,48.4,23.95450155,1044.241622,,,,,,
Tatajuba,Bagassa guianensis Aubl.,Moraceae,D19,842,52.4,25.77308356,1312.941776,,,,,,
Abiurana vermelha,Pouteria guianensis Aubl.,Sapotaceae,E19,843,48.1,23.8181079,1025.715314,,,,,,
Tachi preto folha grauda ,Tachigalia myrmecophila ( Ducke ) Ducke,Caesalpinioideae,E19,844,63,30.59232589,2238.800621,,,,,,
Acariquara,Minquartia guianensis Aubl.,Olacaceae,E19,845,53.7,26.36412272,1409.268088,,,,,,
Cupiuba,Goupia glabra Aubl.,Celastraceae,F19,846,85.4,40.77638515,5438.426389,,,,,,
Tachi preto folha grauda ,Tachigalia myrmecophila ( Ducke ) Ducke,Caesalpinioideae,F19,847,70.7,34.09309626,3131.520834,,,,,,
Tachi preto folha grauda ,Tachigalia myrmecophila ( Ducke ) Ducke,Caesalpinioideae,F19,848,68.5,33.09287615,2855.972145,,,,,,
Envira preta,Guatteria poeppigiana Mart.,Annonaceae,G19,849,41.2,20.68105393,657.7229743,,,,,,
Tachi vermelho,Sclerolobium chrysophyllum Poepp & Endl,Caesalpinioideae,G19,850,41.4,20.77198303,666.8980838,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G19,851,43.7,21.81766769,778.6059162,,,,,,
Ucuuba terra firme,Virola melionii (Ben.)Warb.,Myristicaceae,G19,852,50.6,24.95472166,1186.954309,,,,,,
Quarubarana,Erisma uncinatum Warm.,Vochysiaceae,G19,853,66.5,32.18358515,2619.93335,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,G19,854,76.5,36.73004018,3941.605409,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,H19,855,75,36.04807192,3720.13431,,,,,,
Cupiuba,Goupia glabra Aubl.,Celastraceae,H19,856,64,31.04697139,2343.639522,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,H19,857,110,51.96066451,11436.80108,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,H19,858,54,26.50051637,1432.145956,,,,,,
Inga vermelho,Inga alba (Sw.)Willd.,Mimosoideae,I19,859,46.5,23.0906751,930.5950964,,,,,,
Abiu balatinha,Ragala guianensis,Sapotaceae,I19,860,44.1,21.99952589,799.222191,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,J19,861,37,18.77154282,483.9480428,,,,,,
Louro abacate,Ocotea sp.,Lauraceae,J19,862,70.8,34.13856081,3144.449725,,,,,,
Muirarema,Conceveiba guianensis,Euphorbiaceae,J19,863,55.6,27.22794917,1558.348736,,,,,,
Cupiuba,Goupia glabra Aubl.,Celastraceae,J19,864,54.4,26.68237457,1463.032744,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,K19,865,58.8,28.68281478,1832.547663,,,,,,
Abiu cutite,Pouteria macrophylla (Lam.) Eyma,Sapotaceae,L19,866,39.9,20.09001478,600.1252255,,,,,,
Xixua ,Maytenus floribunda Reiss,Celastraceae,L19,867,43.3,21.63580949,758.3468201,,,,,,
Acariquara,Minquartia guianensis Aubl.,Olacaceae,L19,868,53.5,26.27319362,1394.152218,,,,,,
Tamanquiera,Zanthoxylum rhoifolium Lam.,Rutaceae,L19,869,48.9,24.1818243,1075.611691,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,L19,870,50.9,25.09111531,1207.366684,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,L20,871,59.8,29.13746028,1924.391585,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,L20,872,38.1,19.27165288,526.0639161,,,,,,
Tatajuba,Bagassa guianensis Aubl.,Moraceae,L20,873,39.3,19.81722748,574.7151062,,,,,,
Tachi preto,Tachigalia paniculata Aubl.,Caesalpinioideae,L20,874,93.5,44.45901372,7093.249602,,,,,,
Abiu cutite,Pouteria macrophylla (Lam.) Eyma,Sapotaceae,L20,875,45.2,22.49963594,857.7840898,,,,,,
Cupiuba,Goupia glabra Aubl.,Celastraceae,K20,876,61.9,30.09221584,2127.139525,,,,,,
Matamata vermelho ,Eschweilera observa (Berg) Miers,Lecythidaceae,K20,877,76.3,36.63911108,3911.581751,,,,,,
Tachi branco,Tachigalia alba Ducke,Caesalpinioideae,J20,878,41.3,20.72651848,662.2999516,,,,,,
Matamata ci,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,J20,879,40,20.13547933,604.4316181,,,,,,
Louro preto,Ocotea baturitensis Vattimo,Lauraceae,J20,880,45.8,22.77242325,890.8985598,,,,,,
Quarubarana,Erisma uncinatum Warm.,Vochysiaceae,J20,881,66.4,32.1381206,2608.485586,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,J20,882,49,24.22728885,1081.960076,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,J20,883,54.3,26.63691002,1455.269869,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,I20,884,86,41.04917245,5551.098799,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,I20,885,46.5,23.0906751,930.5950964,,,,,,
Louro vermelho,Ocotea rubra Mez,Lauraceae,I20,886,114,53.77924652,12705.28742,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,I20,887,37.1,18.81700737,487.6804788,,,,,,
Jarana ,Lecythis lurida (Miers) Mori,Lecythidaceae,I20,888,60.8,29.59210578,2019.25167,,,,,,
Fava amargosa,Vatairea paraensis Ducke,Papilionoideae,I20,889,55,26.95516187,1510.189889,,,,,,
Muirarema,Conceveiba guianensis,Euphorbiaceae,H20,890,40.4,20.31733753,621.8628956,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,H20,891,50.2,24.77286346,1160.097147,,,,,,
Abiu casca grossa,Pouteria biloculares (Winkler)Baehni,Sapotaceae,H20,892,81.4,38.95780314,4725.980413,,,,,,
Louro preto,Ocotea baturitensis Vattimo,Lauraceae,G20,893,40.6,20.40826663,630.7026405,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,G20,894,45.1,22.45417139,852.3459845,,,,,,
Paraputaca ,Swartzia guianensis ,Papilionoideae,G20,895,70.8,34.13856081,3144.449725,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,F20,896,105,49.687437,9973.653622,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,F20,897,99,46.95956398,8389.458356,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,F20,898,70,33.77484441,3042.00894,,,,,,
Gombeira,Swartzia laurifolia Benth.,Papilionoideae,F20,899,61.5,29.91035764,2087.474412,,,,,,
Cuiarana,Terminalia dichotoma G.Meyer,Combretaceae,F20,900,38.1,19.27165288,526.0639161,,,,,,
Abiu casca grossa,Pouteria biloculares (Winkler)Baehni,Sapotaceae,E20,901,50.3,24.81832801,1166.773083,,,,,,
Acariquara,Minquartia guianensis Aubl.,Olacaceae,E20,902,72.7,35.00238727,3396.9021,,,,,,
Amapa amargosa,Brosimum rubescens Taub.,Moraceae,E20,903,36.7,18.63514917,472.8649067,,,,,,
Quataquisawa,Peltogyne sp.,Caesalpinioideae,D20,904,45.8,22.77242325,890.8985598,,,,,,
Louro vermelho,Ocotea rubra Mez,Lauraceae,D20,905,84,40.13988145,5181.472791,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,D20,906,61.4,29.86489309,2077.635728,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,D20,907,43.5,21.72673859,768.4319156,,,,,,
Paraputaca ,Swartzia guianensis ,Papilionoideae,D20,908,46,22.86335235,902.1229663,,,,,,
Marupa,Simarouba amara Aubl.,Simaroubaceae,D20C20,909,59.7,29.09199573,1915.072269,,,,,,
Breu sucuruba,Trattinnickia rhoifolia Winlld.,Burseraceae,C20,910,36.9,18.72607827,480.2346679,,,,,,
Muirauba,Muiriri brevipes Hook.,Melastomataceae,C20,911,35.3,17.99864547,423.3732471,,,,,,
Ipe,Tabebuia serratifolia (Vahl) Nichols,Bignoniaceae,C20,912,125.9,59.189528,17026.00114,,,,,,
Pente de macaco,Apeiba echinata Gaertn.,Tiliaceae,B20,913,58.9,28.72827933,1841.597715,,,,,,
Fava timbauba,Enterolobium maximum Ducke,Mimosoideae,B20,914,49.1,24.2727534,1088.333366,,,,,,
Pau de remo,Chimarrhis turbinata DC.,Rubiaceae,B20,915,58.7,28.63735023,1823.527286,,,,,,
Quinarana,Geissospermum sericeum (Benth.)Hook.,Apocynaceae,A20,916,58.2,28.41002748,1778.868819,,,,,,
Cupiuba,Goupia glabra Aubl.,Celastraceae,A20,917,65,31.5016169,2451.699019,,,,,,
Tachi preto folha grauda ,Tachigalia myrmecophila ( Ducke ) Ducke,Caesalpinioideae,A20,918,50.8,25.04565076,1200.536795,,,,,,
Tachi preto folha grauda ,Tachigalia myrmecophila ( Ducke ) Ducke,Caesalpinioideae,A20,919,86.5,41.2764952,5646.172118,,,,,,
Melancieira,Alexa grandiflora Ducke,Papilionoideae,A20,920,47.7,23.6362497,1001.355866,,,,,,
Ucuubarana,Iryanthera sagotiana (Benth.)Warb.,Myristicaceae,A21,921,36.2,18.40782642,454.7706649,,,,,,
Fava babatimao ,Stryphnodendron pulcherrimum,Mimosoideae,A21,922,43.2,21.59034494,753.3374901,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,A21,923,47.8,23.68171425,1007.4092,,,,,,
Louro preto,Ocotea baturitensis Vattimo,Lauraceae,A21,924,41.2,20.68105393,657.7229743,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,A21,925,49.9,24.63646981,1140.222073,,,,,,
Matamata vermelho ,Eschweilera observa (Berg) Miers,Lecythidaceae,A21,926,80.1,38.36676398,4508.598536,,,,,,
Abiu vermelho,Pouteria sp.,Sapotaceae,B21,927,45.7,22.7269587,885.3214001,,,,,,
Melancieira,Alexa grandiflora Ducke,Papilionoideae,B21,928,44.5,22.18138409,820.1987606,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,C21,929,37,18.77154282,483.9480428,,,,,,
Tachi vermelho,Sclerolobium chrysophyllum Poepp & Endl,Caesalpinioideae,C21,930,62,30.13768039,2137.133642,,,,,,
Abiu branco,Micropholis guianensis ,Sapotaceae,C21,931,73.2,35.22971002,3465.509722,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,C21,932,98,46.50491848,8142.942765,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,D21,933,75.1,36.09353647,3734.634317,,,,,,
Pente de macaco,Apeiba echinata Gaertn.,Tiliaceae,E21,934,76.8,36.86643383,3986.92819,,,,,,
Amarelinho ,Pogonophora schomburgkiana,Euphorbiaceae,E21,935,36.4,18.49875552,461.9520061,,,,,,
Tachi branco,Tachigalia alba Ducke,Caesalpinioideae,E21,936,40.5,20.36280208,626.2723853,,,,,,
Capitiu,Dendrobangia sp.,Icacinaceae,E21,937,80.1,38.36676398,4508.598536,,,,,,
Uxirana,Sacoglottis sp.,Humiriaceae,F21,938,65.6,31.7744042,2518.10085,,,,,,
Tachi preto folha grauda ,Tachigalia myrmecophila ( Ducke ) Ducke,Caesalpinioideae,F21,939,42.5,21.27209309,718.8876992,,,,,,
Abiu pitomba,Pouteria sp.,Sapotaceae,F21,940,87,41.50381795,5742.324328,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,F21,941,61.7,30.00128674,2107.244796,,,,,,
Quinarana,Geissospermum sericeum (Benth.)Hook.,Apocynaceae,G21,942,58,28.31909838,1761.211452,,,,,,
Palma ,Maquira sp.,Moraceae,H21,943,35,17.86225182,413.237393,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,H21,944,55,26.95516187,1510.189889,,,,,,
Ucuuba terra firme,Virola melionii (Ben.)Warb.,Myristicaceae,H21,945,59.9,29.18292483,1933.741063,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,H21,946,110,51.96066451,11436.80108,,,,,,
Louro preto,Ocotea baturitensis Vattimo,Lauraceae,H21,947,46.5,23.0906751,930.5950964,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,H21,948,76.3,36.63911108,3911.581751,,,,,,
Palma ,Maquira sp.,Moraceae,H21,949,42.6,21.31755764,723.7434902,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,I21,950,107,50.596728,10542.92508,,,,,,
